"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YIL090W",1816.04806745445,-0.440466705735358,0.10781424763896,-4.08542206045306,4.39967676556629e-05,0.000620609317057209
"YIL012W",12.4553107192588,0.982764634213626,1.02465542253773,0.959117194519542,0.337499709209194,NA
"YIL024C",134.687007250262,0.221949168023085,0.2993097919965,0.741536608417009,0.458368143541911,0.70402128465022
"YIL111W",352.237315387389,-0.00926146961245689,0.205979427664528,-0.0449630806215306,0.96413673657171,0.985232510519479
"YIL095W",509.059669315921,-0.0580591224755693,0.162063433434239,-0.358249367209218,0.720156705849474,0.878431181171217
"YIL029W-A",0.545197306453746,1.30524218589198,4.35723870182929,0.299557190966841,0.764514941986433,NA
"YIL089W",105.90853622161,-0.48970675223945,0.328468721608922,-1.4908778828034,0.135993559116302,0.355503777543016
"YIL166C",278.196218339613,-0.119900384627885,0.212066265428913,-0.565391126143432,0.571807759006897,0.784257519088568
"YIL060W",3.18791107161436,-2.30164110510481,1.85319559684575,-1.24198498475948,0.214242102088498,NA
"tI(AAU)I1",21.3434570142864,-0.180710437115765,0.729346224146753,-0.247770443080273,0.804312024969745,NA
"YIL009C-A",278.325005259446,-0.0872299835213336,0.208128415952293,-0.419116164999442,0.675131237334834,0.849749206800424
"YIL061C",161.338643677968,-0.071074316950774,0.269855847662267,-0.263378828239163,0.792258607316905,0.913994144678881
"YIR040C",0.247253399354171,0.148691514010774,4.87761167704053,0.0304844919718972,0.97568066124751,NA
"YIL102C",44.6774652998348,0.00918494940772085,0.521163525896312,0.0176239298249514,0.985938866400584,NA
"YIL069C",7725.23415725824,-0.401773649238635,0.0657765647211036,-6.10815798821629,1.00787560960069e-09,3.54975057469424e-08
"YIR016W",271.365309171465,-0.208178785169323,0.211673606226198,-0.983489575676523,0.325366543322353,0.589661049386789
"YIR021W",253.746139552461,-0.319094765889525,0.222165760737547,-1.43629137464834,0.150919447376607,0.377467130553373
"YIL172C",0,NA,NA,NA,NA,NA
"YIL072W",181.019526816515,-0.480388963620052,0.307246356141804,-1.56353022262805,0.117927932740593,0.325775774655389
"YIL058W",74.1663130424386,-0.175726893617046,0.390997484151857,-0.44943228726453,0.653119844343103,0.83675843704447
"YIL047C",4618.96210726615,-0.337587318774941,0.0848896916636802,-3.97677635716253,6.98558056281145e-05,0.000942632557873352
"YIL015W",2056.20559004022,-0.0497054556142464,0.0974028968096445,-0.510307775664889,0.609835856088547,0.810990452171899
"YIR005W",55.8861252621093,0.671175443692123,0.498347050093185,1.34680328411018,0.17804359676159,0.416476249734713
"YIL116W",480.768841050157,-0.199756064335477,0.163561208357255,-1.22129242221765,0.221975321508896,0.474557661603032
"YIL003W",314.036805647474,-0.0847919902680124,0.20208297503867,-0.419589974127146,0.674785013773441,0.849549477772318
"YIL082W-A",1161.36073912552,0.16923075370863,0.121552697358294,1.39224186206084,0.163849170100747,0.395327596968628
"YCR031C",19371.0860248474,-0.300800853718372,0.0764214137147289,-3.93608072786016,8.28231222974733e-05,0.00107115354472483
"YCL011C",1336.65259927827,-0.225794994258426,0.105346500815442,-2.14335542719163,0.0320845692946973,0.136737890449243
"YCL040W",4031.96476168764,-0.0418934034338873,0.0853523570224476,-0.490828899111355,0.62354746848346,0.818193991662567
"YCR052W",443.071704287657,0.25946389575363,0.177457235214507,1.46212069313486,0.143708139107057,0.365944851160367
"YCR100C",109.210926549819,0.0547347388067805,0.333302855531103,0.164219231544126,0.869558562047954,0.947932245954553
"YCR107W",234.592517564228,0.0842901818020552,0.226320421242689,0.372437367071126,0.709567236828972,0.872280365107539
"YCL002C",576.085946171003,-0.436012825758611,0.153221595317588,-2.84563559630659,0.00443228842690844,0.0310260189883591
"YCL024W",277.283110644852,0.0624221453505534,0.222815634325124,0.280151550135254,0.779361236184823,0.910008134090256
"YCR060W",340.573049549945,0.406006468846245,0.195594785253269,2.07575303360221,0.0379167982101146,0.153280838640261
"YCR071C",273.454670555226,0.26427528159973,0.213276204627309,1.23912220803788,0.215300243786095,0.466775596284218
"YCR007C",105.429739751012,0.0902883453416514,0.340911242776942,0.264844141267371,0.791129530845394,0.913994144678881
"YCL012C",238.648781232402,-0.0825857346788515,0.252828213763467,-0.326647621519466,0.743934420746811,0.89077906255076
"YCR081C-A",0,NA,NA,NA,NA,NA
"YCR036W",588.937574204979,-0.0154922564438963,0.150297146703599,-0.103077515333332,0.917901450118022,0.962909002806691
"YCR063W",97.7692362339264,0.0458375230768255,0.355032700255748,0.129107890748673,0.897272278353994,0.955963389398647
"YCL042W",22.5302122450425,0.551812002696453,0.73853735465934,0.747168710174428,0.454961728933464,NA
